director_name,num_critic_for_reviews,gross,genres,actor_1_name,movie_title,num_voted_users,num_user_for_reviews,language,budget,title_year,imdb_score,movie_facebook_likes
Tom Dey,143,88658172,Comedy|Romance,Bradley Cooper,Failure to Launch ,58412,242,English,50000000.0,2006,5.6,2000
Hideo Nakata,196,75888270,Horror|Mystery,Naomi Watts,The Ring Two ,71153,560,English,20000000.0,2005,5.4,0
Glenn Ficarra,310,84244877,Comedy|Drama|Romance,Ryan Gosling,"Crazy, Stupid, Love. ",375456,292,English,50000000.0,2011,7.4,44000
Peter Hewitt,116,75367693,Animation|Comedy|Family|Fantasy,Bill Murray,Garfield ,58961,232,English,35000000.0,2004,5.0,795
Bennett Miller,419,75605492,Biography|Drama|Sport,Philip Seymour Hoffman,Moneyball ,283563,312,English,50000000.0,2011,7.6,27000
Wolfgang Petersen,64,67823573,Action|Drama|Thriller,Kevin Spacey,Outbreak ,91176,130,English,50000000.0,1995,6.6,0
Jaume Collet-Serra,359,91439400,Action|Mystery|Thriller,Liam Neeson,Non-Stop ,200647,384,English,50000000.0,2014,7.0,24000
James McTeigue,525,70496802,Action|Drama|Thriller,Natalie Portman,V for Vendetta ,791783,2042,English,54000000.0,2005,8.2,48000
David Dobkin,165,60470220,Action|Adventure|Comedy,Fann Wong,Shanghai Knights ,81444,192,English,50000000.0,2003,6.2,955
unknown,2,25517500,Crime|Drama,Bernard Hill,Unforgotten             ,1824,9,English,20000000.0,2009,7.9,0
Matthew O'Callaghan,87,58336565,Adventure|Animation|Comedy|Family,Will Ferrell,Curious George ,12845,118,English,50000000.0,2006,6.6,624
Angela Robinson,117,66002004,Adventure|Comedy|Family|Fantasy|Romance|Sport,Scoot McNairy,Herbie Fully Loaded ,36431,168,English,50000000.0,2005,4.7,1000
Gary Fleder,113,54997476,Crime|Drama|Mystery|Thriller,Oliver Platt,Don't Say a Word ,40362,248,English,50000000.0,2001,6.3,970
Tommy Wirkola,349,55682070,Action|Fantasy|Horror,Jeremy Renner,Hansel & Gretel: Witch Hunters ,159868,304,English,50000000.0,2013,6.1,45000
Adrian Lyne,152,52752475,Drama|Thriller,Olivier Martinez,Unfaithful ,63067,533,English,50000000.0,2002,6.7,0
Stephen Gaghan,358,50815288,Drama|Thriller,Matt Damon,Syriana ,109188,625,English,50000000.0,2005,7.0,0
Michael Bay,204,52822418,Action|Drama|Thriller|War,Toby Stephens,13 Hours ,47764,219,English,50000000.0,2016,7.4,44000
Jorge R. Gutiérrez,156,50150619,Adventure|Animation|Comedy|Family|Fantasy|Romance,Channing Tatum,The Book of Life ,45580,102,English,50000000.0,2014,7.3,18000
Richard Loncraine,171,48745150,Crime|Thriller,Jimmy Bennett,Firewall ,50170,306,English,50000000.0,2006,5.8,773
Clint Eastwood,76,50007168,Action|Crime|Drama|Thriller,Clint Eastwood,Absolute Power ,39529,142,English,50000000.0,1997,6.7,1000
Ridley Scott,97,48154732,Action|Drama|War,Viggo Mortensen,G.I. Jane ,60326,142,English,50000000.0,1997,5.8,2000
David Fincher,157,48265581,Drama|Mystery|Thriller,Deborah Kara Unger,The Game ,261069,506,English,50000000.0,1997,7.8,25000
Christophe Gans,267,46982632,Adventure|Horror|Mystery,Radha Mitchell,Silent Hill ,172792,1740,English,50000000.0,2006,6.6,0
Howard Deutch,118,44737059,Comedy|Sport,Keanu Reeves,The Replacements ,48322,261,English,50000000.0,2000,6.5,0
Jon Hurwitz,291,56724080,Comedy,Alyson Hannigan,American Reunion ,172112,181,English,50000000.0,2012,6.7,39000
F. Gary Gray,68,44484065,Action|Crime|Drama|Mystery|Thriller,Kevin Spacey,The Negotiator ,107227,279,English,50000000.0,1998,7.3,3000
Steven Quale,228,47553512,Action|Thriller,Matt Walsh,Into the Storm ,54101,210,English,50000000.0,2014,5.8,15000
John Landis,36,42610000,Action|Comedy|Crime|Thriller,Louis Lombardi,Beverly Hills Cop III ,60293,114,English,55000000.0,1994,5.5,669
Joe Dante,105,41482207,Comedy|Fantasy|Horror,Christopher Lee,Gremlins 2: The New Batch ,68428,148,English,50000000.0,1990,6.3,0
David Dobkin,276,47105085,Crime|Drama,Robert Downey Jr.,The Judge ,136973,275,English,50000000.0,2014,7.4,47000
Mimi Leder,93,41256277,Action|Thriller,Armin Mueller-Stahl,The Peacemaker ,46451,156,English,50000000.0,1997,5.9,0
Alexander Witt,191,50740078,Action|Horror|Sci-Fi|Thriller,Milla Jovovich,Resident Evil: Apocalypse ,151580,672,English,45000000.0,2004,6.2,0
Beeban Kidron,143,40203020,Comedy|Drama|Romance,Colin Firth,Bridget Jones: The Edge of Reason ,74315,259,English,40000000.0,2004,5.9,0
Carl Franklin,124,40905277,Crime|Drama|Romance|Thriller,Denzel Washington,Out of Time ,45895,157,English,50000000.0,2003,6.5,1000
Steven Seagal,47,38590500,Action|Adventure|Thriller,Mike Starr,On Deadly Ground ,17997,140,English,50000000.0,1994,4.4,812
Robert Rodriguez,66,39177541,Action|Adventure|Family|Fantasy,Taylor Lautner,The Adventures of Sharkboy and Lavagirl 3-D ,20310,177,English,50000000.0,2005,3.5,0
Danny Boyle,118,39778599,Adventure|Drama|Thriller,Leonardo DiCaprio,The Beach ,176169,548,English,50000000.0,2000,6.6,0
Garry Marshall,93,37486138,Comedy|Drama|Romance,Amber Valletta,Raising Helen ,30890,106,English,50000000.0,2004,6.0,718
James McTeigue,235,38105077,Action|Crime|Thriller,Shô Kosugi,Ninja Assassin ,58349,194,English,40000000.0,2009,6.4,0
Sam Raimi,113,35168395,Drama|Romance|Sport,J.K. Simmons,For Love of the Game ,26034,226,English,50000000.0,1999,6.5,0
unknown,14,25517500,Crime|Drama|Mystery,David Jason,A Touch of Frost             ,4438,33,English,20000000.0,2009,7.8,361
Andrew Bergman,51,32800000,Comedy|Crime|Drama|Thriller,Demi Moore,Striptease ,34896,118,English,40000000.0,1996,4.3,877
Tom Dey,98,33643461,Comedy|Family,Emma Stone,Marmaduke ,11257,65,English,50000000.0,2010,4.2,0
Clint Eastwood,315,32741596,Drama|Fantasy,Matt Damon,Hereafter ,80140,323,English,50000000.0,2010,6.5,16000
Barbet Schroeder,136,31874869,Crime|Mystery|Thriller,Ryan Gosling,Murder by Numbers ,43574,302,English,50000000.0,2002,6.1,0
Richard Donner,61,30306268,Action|Crime|Thriller,Muse Watson,Assassins ,62981,84,English,50000000.0,1995,6.3,0
Peter Webber,209,27667947,Crime|Drama|Thriller,Li Gong,Hannibal Rising ,86374,392,English,50000000.0,2007,6.2,3000
Rob Reiner,99,27067160,Comedy|Drama|Romance,Bruce Willis,The Story of Us ,18404,150,English,50000000.0,1999,5.9,0
Andrew Niccol,298,26616999,Action|Adventure|Romance|Sci-Fi|Thriller,J.D. Evermore,The Host ,92461,347,English,40000000.0,2013,5.9,43000
John McTiernan,131,26536120,Action|Crime|Drama|Mystery|Thriller,Connie Nielsen,Basic ,49926,286,English,50000000.0,2003,6.5,0
Clint Eastwood,146,26199517,Action|Crime|Drama|Mystery|Thriller,Clint Eastwood,Blood Work ,34356,260,English,50000000.0,2002,6.4,705
Tom Tykwer,245,25450527,Action|Crime|Drama|Mystery|Thriller,Naomi Watts,The International ,80196,190,English,50000000.0,2009,6.5,0
John Carpenter,104,25407250,Action|Adventure|Sci-Fi|Thriller,Steve Buscemi,Escape from L.A. ,54021,227,English,50000000.0,1996,5.7,0
unknown,4,25517500,Drama|Mystery|Thriller,Grey Damon,Twisted             ,7945,22,English,20000000.0,2009,7.5,915
Wes Anderson,259,24006726,Adventure|Comedy|Drama,Bill Murray,The Life Aquatic with Steve Zissou ,139535,632,English,50000000.0,2004,7.3,0
Gary Ross,79,20389967,Action|Biography|Drama|History|War,Matthew McConaughey,Free State of Jones ,3077,47,English,50000000.0,2016,6.7,10000
Alan Parker,141,19593740,Crime|Drama|Thriller,Kevin Spacey,The Life of David Gale ,88270,420,English,50000000.0,2003,7.5,0
Stephen Herek,59,19118247,Action|Comedy,Christina Milian,Man of the House ,19829,94,English,40000000.0,2005,5.4,779
Jaume Collet-Serra,236,26442251,Action|Crime|Drama|Thriller,Liam Neeson,Run All Night ,76010,205,English,50000000.0,2015,6.6,15000
David Cronenberg,356,17114882,Crime|Mystery|Thriller,Viggo Mortensen,Eastern Promises ,189249,398,English,25000000.0,2007,7.7,0
John Stockwell,120,18472363,Action|Adventure|Crime|Thriller,Paul Walker,Into the Blue ,63599,208,English,50000000.0,2005,5.8,0
David Gordon Green,208,21557240,Adventure|Comedy|Fantasy,Natalie Portman,Your Highness ,85237,274,English,49900000.0,2011,5.6,18000
Jim Sheridan,174,21283440,Drama|Mystery|Thriller,Naomi Watts,Dream House ,46239,137,English,55000000.0,2011,6.0,0
Costa-Gavras,59,10556196,Crime|Drama|Thriller,Mia Kirshner,Mad City ,16562,73,English,50000000.0,1997,6.2,697
Patrick Read Johnson,22,16671505,Adventure|Comedy|Crime|Drama|Family,Joe Mantegna,Baby's Day Out ,33186,78,English,50000000.0,1994,5.9,0
Roland Joffé,34,10400000,Drama|Romance,Gary Oldman,The Scarlet Letter ,12037,90,English,50000000.0,1995,5.1,943
Doug Liman,214,9528092,Biography|Drama|Thriller,Naomi Watts,Fair Game ,38513,127,English,22000000.0,2010,6.8,9000
unknown,28,25517500,Action|Drama|Sci-Fi,Julie Benz,Defiance             ,33535,149,English,20000000.0,2009,7.0,0
Tony Scott,186,10137232,Action|Biography|Crime|Drama|Thriller,Ian Ziering,Domino ,58015,374,English,50000000.0,2005,6.0,0
William Friedkin,50,9795017,Crime|Drama|Thriller,Michael Biehn,Jade ,9227,70,English,50000000.0,1995,5.1,422
Mark Neveldine,180,20488579,Action|Sci-Fi|Thriller,Gerard Butler,Gamer ,113483,245,English,50000000.0,2009,5.8,0
Danny DeVito,105,8355815,Comedy|Crime|Drama|Thriller,Robin Williams,Death to Smoochy ,34730,341,English,55000000.0,2002,6.4,0
Ben Stiller,226,28837115,Comedy,Milla Jovovich,Zoolander 2 ,34964,150,English,50000000.0,2016,4.8,28000
George Armitage,75,6471394,Comedy|Crime,Morgan Freeman,The Big Bounce ,15880,93,English,50000000.0,2004,4.9,288
Mike Nichols,82,6291602,Comedy|Sci-Fi,Judy Greer,What Planet Are You From? ,8070,91,English,50000000.0,2000,5.6,255
Patrick Lussier,296,10706786,Action|Fantasy|Thriller,Nicolas Cage,Drive Angry ,81800,211,English,50000000.0,2011,5.5,15000
Andrzej Bartkowiak,103,8742261,Action|Crime|Drama|Mystery|Thriller,Chris Klein,Street Fighter: The Legend of Chun-Li ,19824,179,English,18000000.0,2009,3.7,0
James Wong,98,43905746,Action|Sci-Fi|Thriller,Jason Statham,The One ,77684,294,English,49000000.0,2001,5.9,0
unknown,30,25517500,Drama|Romance|Sci-Fi,Tobias Menzies,Outlander             ,50391,148,English,20000000.0,2009,8.5,31000
Renny Harlin,48,21413502,Action|Adventure|Comedy|Crime|Music|Mystery,Lauren Holly,The Adventures of Ford Fairlane ,14429,113,English,40000000.0,1990,6.3,2000
Richard Curtis,195,7994115,Comedy|Drama|Music,Philip Seymour Hoffman,Pirate Radio ,90932,209,English,20000000.0,2009,7.4,21000
Steven Soderbergh,223,124107476,Crime|Drama|Thriller,Michael O'Neill,Traffic ,170684,867,English,48000000.0,2000,7.6,0
Steven Spielberg,149,197171806,Action|Adventure|Fantasy,Harrison Ford,Indiana Jones and the Last Crusade ,515306,477,English,48000000.0,1989,8.3,0
Joe Wright,324,12802907,Drama|Romance,Kelly Macdonald,Anna Karenina ,70886,226,English,20000000.0,2012,6.6,36000
Neill Blomkamp,371,31569268,Action|Crime|Drama|Sci-Fi|Thriller,Hugh Jackman,Chappie ,172965,627,English,49000000.0,2015,6.9,67000
Phillip Noyce,75,66488090,Crime|Drama|Mystery|Thriller,Denzel Washington,The Bone Collector ,120202,397,English,48000000.0,1999,6.7,0
David Fincher,233,95308367,Crime|Drama|Thriller,Kristen Stewart,Panic Room ,206104,850,English,48000000.0,2002,6.8,0
Chuck Bowman,32,25517500,Horror|Thriller,P.J. Soles,The Tooth Fairy ,1263,32,English,1500000.0,2006,4.6,352
David O. Russell,150,60652036,Action|Adventure|Comedy|Drama|War,Judy Greer,Three Kings ,137854,560,English,48000000.0,1999,7.1,3000
Daniel Espinosa,172,1206135,Crime|Drama|Thriller,Tom Hardy,Child 44 ,40568,185,English,50000000.0,2015,6.4,18000
Jerry Zucker,103,56607223,Adventure|Comedy,Corinna Harney,Rat Race ,93367,497,English,48000000.0,2001,6.4,0
Iain Softley,140,50173190,Drama|Mystery|Sci-Fi,Kevin Spacey,K-PAX ,148490,537,English,48000000.0,2001,7.4,0
James Mangold,125,47095453,Comedy|Fantasy|Romance,Hugh Jackman,Kate & Leopold ,64595,316,English,48000000.0,2001,6.4,0
Harold Ramis,125,37879996,Comedy|Fantasy|Romance,Brendan Fraser,Bedazzled ,81888,254,English,48000000.0,2000,6.0,0
Francis Ford Coppola,36,25900000,Crime|Drama|Music,Nicolas Cage,The Cotton Club ,12771,84,English,58000000.0,1984,6.5,828
James Mangold,295,53574088,Adventure|Crime|Drama|Western,Christian Bale,3:10 to Yuma ,237872,560,English,55000000.0,2007,7.8,0
Olivier Megaton,222,89253340,Action|Thriller,Liam Neeson,Taken 3 ,133436,323,English,48000000.0,2014,6.0,38000
Steven Soderbergh,158,37339525,Crime|Drama|Romance|Thriller,Don Cheadle,Out of Sight ,71708,307,English,48000000.0,1998,7.0,0
Ben Stiller,72,60154431,Comedy|Drama|Thriller,Matthew Broderick,The Cable Guy ,122347,345,English,47000000.0,1996,6.0,0
Deepa Mehta,34,528972,Drama|Romance|War,Nandita Das,Earth ,5639,55,Hindi,20000000.0,1998,7.8,522
John McTiernan,152,69304264,Crime|Romance|Thriller,Mark Margolis,The Thomas Crown Affair ,73068,419,English,48000000.0,1999,6.8,0
Penny Marshall,89,29781453,Biography|Comedy|Drama,Rosie Perez,Riding in Cars with Boys ,22447,210,English,48000000.0,2001,6.4,0
Ted Kotcheff,145,25517500,Action|Adventure|Drama,Sylvester Stallone,First Blood ,172489,376,English,14000000.0,1982,7.7,0
Andrei Tarkovsky,144,25517500,Drama|Mystery|Sci-Fi,Donatas Banionis,Solaris ,54057,236,Russian,1000000.0,1972,8.1,0
Paul Bolger,93,15519841,Adventure|Animation|Comedy|Family|Fantasy,Sarah Michelle Gellar,Happily N'Ever After ,8693,71,English,47000000.0,2006,4.5,261
Stephen Frears,46,5600000,Drama|Horror|Romance|Thriller,Julia Roberts,Mary Reilly ,11913,97,English,47000000.0,1996,5.8,616
P.J. Hogan,84,126805112,Comedy|Romance,Julia Roberts,My Best Friend's Wedding ,98199,169,English,46000000.0,1997,6.3,0
Joe Roth,142,93607673,Comedy|Romance,Julia Roberts,America's Sweethearts ,47573,343,English,48000000.0,2001,5.7,881
Christopher Nolan,185,67263182,Drama|Mystery|Thriller,Al Pacino,Insomnia ,218771,651,English,46000000.0,2002,7.2,0
Jonathan Frakes,143,92001027,Action|Adventure|Drama|Sci-Fi|Thriller,LeVar Burton,Star Trek: First Contact ,97838,286,English,45000000.0,1996,7.6,3000
Jimmy Hayward,178,10539414,Action|Drama|Fantasy|Thriller|Western,Michael Fassbender,Jonah Hex ,45729,176,English,47000000.0,2010,4.7,0
Edward Zwick,65,58918501,Action|Drama|Mystery|Thriller|War,Denzel Washington,Courage Under Fire ,40126,107,English,46000000.0,1996,6.6,975
Tom Shadyac,73,181395380,Comedy|Fantasy|Romance,Maura Tierney,Liar Liar ,220392,243,English,45000000.0,1997,6.8,0
Brad Furman,72,14946229,Biography|Crime|Drama|Thriller,Joseph Gilgun,The Infiltrator ,2581,29,English,25000000.0,2016,7.3,0
Terence Young,10,25517500,Drama|History|War,Laurence Olivier,Inchon ,491,16,English,48000000.0,1981,2.7,115
Brian Levant,35,130512915,Comedy|Family|Fantasy,Jonathan Winters,The Flintstones ,60884,85,English,45000000.0,1994,4.8,0
Olivier Megaton,358,139852971,Action|Crime|Thriller,Liam Neeson,Taken 2 ,238671,461,English,45000000.0,2012,6.3,63000
David Zucker,151,110000082,Comedy,Regina Hall,Scary Movie 3 ,111526,347,English,48000000.0,2003,5.5,0
Donald Petrie,140,106807667,Action|Comedy|Crime|Romance,Candice Bergen,Miss Congeniality ,137377,370,English,45000000.0,2000,6.2,0
Eric Brevig,201,101702060,Action|Adventure|Family|Fantasy|Sci-Fi,Josh Hutcherson,Journey to the Center of the Earth ,85323,212,English,45000000.0,2008,5.8,0
Garry Marshall,77,95149435,Comedy|Family|Romance,Anne Hathaway,The Princess Diaries 2: Royal Engagement ,53687,152,English,40000000.0,2004,5.7,1000
Alan J. Pakula,43,100768056,Crime|Drama|Mystery|Thriller,Denzel Washington,The Pelican Brief ,59569,89,English,45000000.0,1993,6.5,0
Joel Schumacher,39,92115211,Crime|Drama|Mystery|Thriller,Bradley Whitford,The Client ,45798,94,English,45000000.0,1994,6.7,1000
Rob Reiner,207,93452056,Adventure|Comedy|Drama,Morgan Freeman,The Bucket List ,184795,310,English,45000000.0,2007,7.4,22000
Phillip Noyce,47,83287363,Action|Thriller,Harrison Ford,Patriot Games ,81442,137,English,45000000.0,1992,6.9,0
Denis Villeneuve,454,60962878,Crime|Drama|Mystery|Thriller,Hugh Jackman,Prisoners ,383591,620,English,46000000.0,2013,8.1,86000
Antoine Fuqua,109,76261036,Crime|Drama|Thriller,Denzel Washington,Training Day ,305929,633,English,45000000.0,2001,7.7,0
Dean Parisot,213,71423726,Adventure|Comedy|Sci-Fi,Alan Rickman,Galaxy Quest ,123558,609,English,45000000.0,1999,7.3,19000
Keenen Ivory Wayans,127,71277420,Comedy,Natasha Lyonne,Scary Movie 2 ,119590,548,English,45000000.0,2001,5.2,0
James Bobin,398,88625922,Adventure|Comedy|Family|Musical,Bill Cobbs,The Muppets ,75176,252,English,45000000.0,2011,7.1,26000
Stephen Norrington,184,70001065,Action|Horror,Sanaa Lathan,Blade ,191437,582,English,45000000.0,1998,7.1,0
Thomas Carter,127,67253092,Drama|Sport,Channing Tatum,Coach Carter ,92702,209,English,30000000.0,2005,7.2,0
Roger Michell,167,66790248,Drama|Thriller,Sydney Pollack,Changing Lanes ,57281,350,English,45000000.0,2002,6.5,0
Luis Llosa,119,65557989,Action|Adventure|Horror|Thriller,Frank Welker,Anaconda ,73539,271,English,45000000.0,1997,4.6,0
David McNally,155,60786269,Comedy|Drama|Music|Romance,Adam Garcia,Coyote Ugly ,90539,379,English,45000000.0,2000,5.6,0
Richard Curtis,218,59365105,Comedy|Drama|Romance,Colin Firth,Love Actually ,318634,1004,English,45000000.0,2003,7.7,52000
Albert Hughes,208,31598308,Horror|Mystery|Thriller,Johnny Depp,From Hell ,124765,541,English,35000000.0,2001,6.8,0
Luis Llosa,38,57362581,Action|Crime|Drama|Romance|Thriller,Sylvester Stallone,The Specialist ,50148,116,English,45000000.0,1994,5.4,0
Ron Shelton,48,53854588,Comedy|Drama|Romance|Sport,Don Johnson,Tin Cup ,37911,73,English,45000000.0,1996,6.3,1000
Melville Shavelson,8,25517500,Comedy|Family,Lucille Ball,"Yours, Mine and Ours ",5888,61,English,2500000.0,1968,7.2,0
Jesse Dylan,94,52580895,Comedy|Family|Romance|Sport,Josh Hutcherson,Kicking & Screaming ,30255,118,English,45000000.0,2005,5.6,743
Garth Jennings,276,51019112,Adventure|Comedy|Sci-Fi,Zooey Deschanel,The Hitchhiker's Guide to the Galaxy ,155745,1053,English,50000000.0,2005,6.8,10000
Joel Zwick,59,48114556,Comedy|Family|Fantasy|Romance,Dania Ramirez,Fat Albert ,9380,91,English,26000000.0,2004,4.3,531
Russell Mulcahy,216,50648679,Action|Horror|Sci-Fi|Thriller,Milla Jovovich,Resident Evil: Extinction ,149549,348,English,45000000.0,2007,6.3,0
Frank Coraci,173,46280507,Comedy|Romance,Bella Thorne,Blended ,87165,184,English,40000000.0,2014,6.5,12000
Wayne Wang,99,38360195,Adventure|Comedy|Drama,LL Cool J,Last Holiday ,21215,116,English,45000000.0,2006,6.4,0
Curtis Hanson,42,46815748,Action|Adventure|Crime|Thriller,Meryl Streep,The River Wild ,32544,69,English,45000000.0,1994,6.3,0
Frank Oz,25,35617599,Drama|Family|Fantasy,Steve Coogan,The Indian in the Cupboard ,20688,47,English,45000000.0,1995,5.9,0
Oliver Stone,339,47307550,Crime|Drama|Thriller,Demián Bichir,Savages ,104301,269,English,45000000.0,2012,6.5,28000
David R. Ellis,127,32003620,Action|Crime|Thriller,Richard Burgi,Cellular ,79141,355,English,25000000.0,2004,6.5,2000
Peter Howitt,122,27972410,Action|Adventure|Comedy,Kevin McNally,Johnny English ,114692,285,English,35000000.0,2003,6.1,2000
John A. Davis,105,28133159,Adventure|Animation|Comedy|Family|Fantasy,Nicolas Cage,The Ant Bully ,30055,70,English,50000000.0,2006,5.9,593
David Lynch,144,27400000,Action|Adventure|Sci-Fi,Virginia Madsen,Dune ,97087,569,English,40000000.0,1984,6.6,11000
Julie Taymor,156,24343673,Drama|Fantasy|Musical|Romance,Jim Sturgess,Across the Universe ,91860,524,English,45000000.0,2007,7.4,14000
Sam Mendes,323,22877808,Drama|Romance,Leonardo DiCaprio,Revolutionary Road ,152591,414,English,35000000.0,2008,7.3,0
Richard Donner,199,36883539,Action|Crime|Drama|Thriller,Bruce Willis,16 Blocks ,112769,305,English,52000000.0,2006,6.6,0
John Gray,39,20400913,Action|Comedy|Crime|Drama|Thriller,Alexa PenaVega,The Glimmer Man ,15455,80,English,45000000.0,1996,5.3,451
Harold Ramis,43,20101861,Comedy|Romance|Sci-Fi,John de Lancie,Multiplicity ,24757,81,English,45000000.0,1996,6.0,0
John Schultz,82,25200412,Adventure|Comedy|Family|Fantasy|Sci-Fi,Malese Jow,Aliens in the Attic ,16580,55,English,45000000.0,2009,5.4,916
