,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
355,2011.0,Simulation,505 Games,1.61,1.5,0.1,0.39,3.61
356,2005.0,Action,Nintendo,2.38,0.67,0.46,0.1,3.6
357,2009.0,Shooter,LucasArts,2.18,1.02,0.03,0.37,3.59
358,2004.0,Fighting,THQ,2.01,1.35,0.06,0.16,3.58
359,2001.0,Platform,Fox Interactive,1.57,1.79,0.0,0.2,3.56
360,2010.0,Action,Take-Two Interactive,1.56,1.4,0.07,0.5,3.54
361,2006.0,Action,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54
362,2001.0,Action,Eidos Interactive,1.66,1.58,0.12,0.18,3.54
363,2005.0,Shooter,Electronic Arts,1.9,1.13,0.1,0.41,3.53
364,2009.0,Action,Eidos Interactive,1.98,1.14,0.01,0.41,3.53
365,2017.0,Shooter,Electronic Arts,2.14,1.08,0.02,0.29,3.53
366,2014.0,Sports,Electronic Arts,0.71,2.4,0.02,0.4,3.53
367,2004.0,Action,THQ,1.96,1.33,0.0,0.23,3.52
368,2003.0,Platform,Sony Computer Entertainment,2.14,1.21,0.01,0.17,3.52
369,2012.0,Shooter,Electronic Arts,2.66,0.5,0.05,0.3,3.52
370,2013.0,Sports,Sega,1.22,1.66,0.27,0.38,3.52
371,2013.0,Action,Capcom,2.11,0.94,0.12,0.34,3.51
372,2000.0,Platform,Nintendo,1.17,0.5,1.75,0.08,3.51
373,2014.0,Action,Ubisoft,2.84,0.39,0.03,0.24,3.5
374,1989.0,Action,Nintendo,1.64,0.38,1.42,0.06,3.5
375,2013.0,Action,Eidos Interactive,2.2,0.97,0.02,0.31,3.5
376,2010.0,Misc,Nintendo,0.59,1.83,0.73,0.35,3.5
377,,Sports,Electronic Arts,0.59,2.36,0.04,0.51,3.49
378,2019.0,Shooter,Electronic Arts,1.94,1.22,0.02,0.31,3.49
379,2014.0,Shooter,Electronic Arts,2.09,1.02,0.04,0.32,3.48
380,2012.0,Misc,Activision,2.11,1.01,0.01,0.35,3.48
381,2018.0,Action,Ubisoft,2.26,0.89,0.0,0.3,3.46
382,2016.0,Shooter,Ubisoft,0.88,1.75,0.1,0.72,3.45
383,2017.0,Role-Playing,Capcom,0.0,0.0,3.44,0.0,3.44
384,2013.0,Shooter,Take-Two Interactive,2.39,0.73,0.03,0.29,3.44
385,2006.0,Fighting,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44
386,2017.0,Shooter,Electronic Arts,1.34,1.54,0.17,0.38,3.43
387,2015.0,Platform,Sony Computer Entertainment,1.82,1.07,0.06,0.47,3.42
388,2002.0,Action,Take-Two Interactive,1.13,2.07,0.0,0.22,3.42
389,1998.0,Role-Playing,SquareSoft,0.86,0.0,2.55,0.02,3.42
390,2008.0,Action,Activision,1.75,1.2,0.02,0.43,3.41
391,1994.0,Racing,Nintendo,1.73,0.69,0.59,0.4,3.41
392,2006.0,Sports,Electronic Arts,0.46,2.28,0.05,0.61,3.4
393,2004.0,Misc,Sony Computer Entertainment,1.56,1.47,0.19,0.17,3.39
394,2012.0,Action,Warner Bros. Interactive Entertainment,2.03,1.03,0.0,0.32,3.38
395,2019.0,Action,Konami Digital Entertainment,1.08,1.35,0.48,0.47,3.38
396,2013.0,Action,Nintendo,1.43,0.94,0.74,0.27,3.38
397,2002.0,Fighting,Acclaim Entertainment,2.47,0.76,0.0,0.13,3.36
398,2004.0,Action,Nintendo,1.9,0.67,0.73,0.06,3.36
399,2012.0,Puzzle,Nintendo,0.65,1.61,0.82,0.28,3.36
400,2002.0,Adventure,THQ,1.63,1.53,0.0,0.18,3.34
401,2017.0,Action,Ubisoft,1.9,1.14,0.01,0.29,3.34
402,2010.0,Misc,Nintendo,0.0,0.99,2.32,0.02,3.33
403,2006.0,Shooter,Electronic Arts,1.45,1.29,0.12,0.46,3.33
404,2006.0,Platform,Sony Computer Entertainment,1.44,1.01,0.57,0.3,3.33
405,2016.0,Misc,Nintendo,1.15,1.17,0.76,0.24,3.32
406,2009.0,Action,LucasArts,1.47,1.39,0.03,0.43,3.32
407,2005.0,Shooter,Take-Two Interactive,1.99,1.05,0.05,0.22,3.31
408,2007.0,Action,Electronic Arts,1.5,1.28,0.05,0.46,3.28
409,2019.0,Action,Ubisoft,0.8,1.92,0.06,0.5,3.28
410,2018.0,Shooter,Activision,2.13,0.92,0.0,0.23,3.28
411,2007.0,Action,Activision,1.89,1.05,0.02,0.31,3.27
412,2012.0,Misc,Nintendo,1.36,1.13,0.46,0.32,3.27
413,2013.0,Racing,Sony Computer Entertainment,0.5,1.59,0.31,0.87,3.27
414,2019.0,Action,Capcom,0.25,0.19,2.78,0.04,3.26
415,1999.0,Fighting,Sony Computer Entertainment,0.95,1.3,0.77,0.22,3.24
416,2019.0,Sports,Electronic Arts,0.88,2.11,0.0,0.23,3.23
417,2015.0,Adventure,Take-Two Interactive,1.27,1.33,0.12,0.51,3.23
418,2019.0,Sports,Electronic Arts,2.33,0.3,0.0,0.59,3.22
419,2018.0,Role-Playing,Nintendo,0.03,0.0,3.18,0.0,3.22
420,2003.0,Shooter,Electronic Arts,1.72,1.33,0.0,0.16,3.21
421,1987.0,Sports,Nintendo,0.73,0.1,2.35,0.02,3.2
422,1999.0,Fighting,Nintendo,2.26,0.72,0.12,0.1,3.2
423,2004.0,Fighting,THQ,1.76,1.21,0.07,0.16,3.2
424,2011.0,Role-Playing,Square Enix,1.35,0.6,0.8,0.44,3.19
425,2012.0,Action,Sony Computer Entertainment,1.48,1.01,0.04,0.66,3.19
426,1999.0,Role-Playing,Enix Corporation,0.0,0.0,3.19,0.0,3.19
427,2014.0,Misc,MTV Games,2.15,0.77,0.01,0.26,3.19
428,2007.0,Action,Atari,1.78,1.12,0.09,0.19,3.18
429,2019.0,Platform,Nintendo,1.18,0.87,0.93,0.2,3.18
430,2014.0,Role-Playing,Bethesda Softworks,1.52,1.08,0.1,0.47,3.17
431,,Action,Warner Bros. Interactive Entertainment,1.86,1.02,0.0,0.29,3.17
432,2012.0,Misc,Nintendo,0.58,0.51,1.93,0.14,3.17
433,2005.0,Simulation,Sony Computer Entertainment Europe,2.06,0.56,0.38,0.17,3.17
434,2012.0,Adventure,Disney Interactive Studios,1.88,0.98,0.0,0.3,3.16
435,2005.0,Simulation,Nintendo,1.92,0.16,0.99,0.09,3.15
436,2012.0,Action,Warner Bros. Interactive Entertainment,1.79,1.06,0.0,0.29,3.15
437,2009.0,Platform,Sega,1.22,1.57,0.06,0.29,3.15
438,2016.0,Shooter,Capcom,0.88,0.97,0.88,0.42,3.15
439,2018.0,Shooter,Microsoft Game Studios,1.89,0.99,0.03,0.24,3.15
440,2011.0,Sports,Electronic Arts,0.68,0.0,0.0,2.46,3.14
441,2004.0,Action,Activision,1.7,1.25,0.02,0.16,3.13
442,2002.0,Racing,Electronic Arts,2.14,0.86,0.0,0.13,3.12
443,2003.0,Racing,Nintendo,2.31,0.62,0.14,0.04,3.12
444,2010.0,Misc,Nintendo,0.91,1.0,1.03,0.17,3.12
445,2011.0,Role-Playing,Ubisoft,1.69,0.87,0.14,0.42,3.12
446,1994.0,Role-Playing,Enix Corporation,0.08,0.0,3.03,0.01,3.12
447,2014.0,Adventure,Sony Computer Entertainment,1.29,1.27,0.06,0.5,3.12
448,2014.0,Role-Playing,Electronic Arts,1.99,0.82,0.03,0.27,3.11
449,2018.0,Sports,Electronic Arts,0.78,2.02,0.0,0.3,3.11
450,2006.0,Fighting,Atari,2.17,0.28,0.55,0.08,3.09
451,2005.0,Sports,Electronic Arts,2.5,0.16,0.01,0.42,3.08
452,1990.0,Sports,Namco Bandai Games,1.92,0.45,0.64,0.07,3.08
453,2016.0,Shooter,Take-Two Interactive,1.89,0.91,0.04,0.24,3.07
454,2017.0,Action,Nintendo,1.4,0.99,0.46,0.22,3.07
455,1998.0,Platform,Nintendo,1.57,0.62,0.55,0.34,3.07
456,2006.0,Simulation,Electronic Arts,1.72,1.21,0.0,0.14,3.07
457,2016.0,Role-Playing,Electronic Arts,1.94,0.86,0.03,0.24,3.07
458,2012.0,Action,Activision,1.91,0.84,0.0,0.29,3.05
459,2016.0,Shooter,Ubisoft,1.38,1.35,0.02,0.28,3.04
460,2014.0,Platform,Disney Interactive Studios,2.06,0.64,0.12,0.22,3.04
461,2012.0,Action,THQ,1.94,0.8,0.02,0.27,3.03
462,1999.0,Platform,Ubisoft,1.54,1.33,0.0,0.16,3.03
463,2013.0,Shooter,Sony Computer Entertainment,1.4,1.07,0.08,0.47,3.02
464,2006.0,Action,Ubisoft,1.85,1.04,0.0,0.13,3.02
465,1991.0,Fighting,Nintendo,2.03,0.47,0.45,0.07,3.02
466,2006.0,Sports,THQ,1.45,1.13,0.07,0.38,3.02
467,2019.0,Shooter,Microsoft Game Studios,2.38,0.32,0.0,0.31,3.0
468,2016.0,Sports,Take-Two Interactive,2.6,0.21,0.01,0.19,3.0
469,2011.0,Fighting,Atari,1.15,0.0,0.76,1.09,3.0
470,,Fighting,,1.57,1.02,0.0,0.41,3.0
471,2018.0,Action,Warner Bros. Interactive Entertainment,1.01,1.41,0.05,0.53,2.99
472,1997.0,Shooter,Nintendo,1.61,0.51,0.8,0.07,2.99
473,2004.0,Misc,Electronic Arts,1.67,1.18,0.0,0.13,2.99
474,2006.0,Sports,Konami Digital Entertainment,0.12,1.26,1.16,0.45,2.99
475,2005.0,Action,Capcom,1.36,0.86,0.64,0.13,2.99
476,2019.0,Simulation,Nintendo,0.47,1.0,1.39,0.12,2.98
477,2014.0,Shooter,Electronic Arts,1.33,1.12,0.08,0.45,2.97
478,2018.0,Simulation,Electronic Arts,0.96,1.72,0.0,0.29,2.97
479,2015.0,Role-Playing,Electronic Arts,1.58,1.01,0.0,0.38,2.97
480,2007.0,Platform,Sega,1.04,1.37,0.06,0.49,2.96
481,2012.0,Platform,Nintendo,1.57,0.04,1.19,0.15,2.96
482,2006.0,Action,Eidos Interactive,1.36,1.15,0.04,0.41,2.96
483,2013.0,Fighting,Capcom,1.82,0.71,0.15,0.26,2.95
484,2000.0,Racing,Nintendo,1.98,0.58,0.34,0.04,2.94
485,2007.0,Shooter,Sony Computer Entertainment,2.22,0.51,0.06,0.15,2.94
486,2009.0,Fighting,THQ,1.45,1.11,0.04,0.33,2.94
487,2013.0,Action,Sony Computer Entertainment,1.76,0.69,0.12,0.37,2.94
488,2005.0,Puzzle,Atari,2.07,0.77,0.05,0.05,2.94
489,2011.0,Role-Playing,Microsoft Game Studios,1.83,0.8,0.03,0.27,2.93
490,2010.0,Puzzle,Nintendo,0.87,1.06,0.73,0.26,2.92
491,2011.0,Simulation,505 Games,1.43,1.13,0.05,0.3,2.91
492,2006.0,Platform,Nintendo,1.75,0.45,0.62,0.09,2.91
493,2017.0,Sports,Electronic Arts,0.61,1.85,0.11,0.33,2.9
494,2018.0,Shooter,Electronic Arts,1.84,0.8,0.04,0.22,2.9
495,2008.0,Misc,Sega,1.54,1.14,0.0,0.22,2.9
496,2012.0,Sports,Sega,1.75,0.86,0.0,0.28,2.9
497,2007.0,Sports,Konami Digital Entertainment,0.08,1.24,1.13,0.45,2.9
498,2016.0,Racing,Electronic Arts,0.71,1.51,0.06,0.61,2.89
499,2005.0,Sports,Sony Computer Entertainment,0.99,0.32,1.38,0.2,2.89
500,2008.0,Shooter,Activision,1.51,1.12,0.01,0.24,2.89
501,2015.0,Sports,Majesco Entertainment,1.54,1.07,0.0,0.28,2.88
502,2003.0,Shooter,Sony Computer Entertainment,2.03,0.72,0.02,0.11,2.88
503,2011.0,Simulation,Ubisoft,1.3,1.27,0.0,0.31,2.88
504,2002.0,Racing,Codemasters,0.09,2.43,0.12,0.22,2.87
505,2017.0,Shooter,Activision,1.87,0.77,0.0,0.22,2.86
506,2016.0,Sports,Electronic Arts,2.53,0.16,0.0,0.17,2.86
507,2006.0,Role-Playing,Ubisoft,2.09,0.63,0.03,0.11,2.86
508,2015.0,Fighting,Warner Bros. Interactive Entertainment,1.98,0.55,0.0,0.32,2.85
509,1994.0,Racing,Nintendo,1.37,0.51,0.89,0.07,2.85
510,2001.0,Platform,Nintendo,1.29,0.53,0.98,0.05,2.85
511,2000.0,Strategy,Virgin Interactive,1.37,1.34,0.0,0.14,2.85
512,2015.0,Action,Activision,1.4,1.14,0.0,0.31,2.85
513,2019.0,Sports,Electronic Arts,0.4,1.98,0.05,0.42,2.85
514,2014.0,Action,Ubisoft,1.87,0.57,0.11,0.3,2.84
515,2011.0,Shooter,Take-Two Interactive,1.65,0.86,0.05,0.28,2.83
516,2013.0,Sports,Electronic Arts,2.52,0.09,0.0,0.22,2.83
517,2014.0,Shooter,Electronic Arts,1.28,1.05,0.07,0.43,2.83
518,2006.0,Fighting,THQ,1.32,1.08,0.04,0.39,2.83
519,2006.0,Shooter,Nintendo,1.96,0.67,0.1,0.09,2.82
520,2007.0,Action,THQ,1.59,1.05,0.04,0.14,2.82
521,1998.0,Adventure,Red Orb,0.02,2.79,0.0,0.0,2.81
522,2014.0,Racing,Electronic Arts,1.05,1.25,0.03,0.48,2.81
523,2011.0,Simulation,Ubisoft,1.32,1.19,0.0,0.3,2.81
524,2007.0,Fighting,THQ,1.32,1.06,0.04,0.38,2.8
525,2012.0,Action,LucasArts,1.74,0.8,0.0,0.26,2.8
526,2010.0,Platform,Nintendo,1.47,0.07,1.1,0.15,2.8
527,2001.0,Sports,Sony Computer Entertainment,0.29,0.2,2.13,0.18,2.79
528,2015.0,Shooter,Sony Computer Entertainment,1.45,0.88,0.09,0.38,2.79
529,2002.0,Platform,Sony Computer Entertainment,1.96,0.72,0.0,0.11,2.79
530,2005.0,Fighting,THQ,1.19,1.15,0.04,0.41,2.79
531,1996.0,Role-Playing,Enix Corporation,0.0,0.0,2.78,0.01,2.79
532,2000.0,Fighting,GT Interactive,1.98,0.7,0.0,0.11,2.79
533,2015.0,Shooter,Electronic Arts,0.89,1.43,0.0,0.48,2.79
534,2005.0,Sports,Electronic Arts,2.19,0.22,0.0,0.38,2.79
535,2013.0,Puzzle,Nintendo,0.3,1.47,0.68,0.34,2.79
536,2015.0,Role-Playing,Nintendo,0.46,0.29,1.96,0.07,2.79
537,2007.0,Platform,Sony Computer Entertainment,1.68,0.74,0.0,0.36,2.78
538,2018.0,Action,Sony Computer Entertainment,1.27,0.97,0.07,0.47,2.78
539,2007.0,Platform,Sony Computer Entertainment,1.44,0.83,0.26,0.25,2.78
540,2013.0,Fighting,Namco Bandai Games,1.2,0.98,0.17,0.43,2.78
541,2007.0,Simulation,Electronic Arts,1.41,1.12,0.0,0.24,2.77
542,2011.0,Platform,Sega,1.24,1.2,0.04,0.3,2.77
543,2015.0,Action,THQ,1.25,1.15,0.07,0.3,2.77
544,1984.0,Shooter,Atari,2.56,0.17,0.0,0.03,2.76
545,1996.0,Misc,Nintendo,1.43,0.54,0.71,0.07,2.75
546,2017.0,Action,Ubisoft,1.07,1.31,0.06,0.31,2.74
547,2004.0,Strategy,Nintendo,1.02,0.36,1.13,0.23,2.73
548,1990.0,Action,Nintendo,1.33,0.31,1.04,0.05,2.73
549,2015.0,Adventure,Take-Two Interactive,1.52,0.94,0.02,0.24,2.72
550,2010.0,Shooter,Activision,1.49,0.93,0.02,0.27,2.71
551,2006.0,Action,Nintendo,1.75,0.52,0.33,0.1,2.7
552,2005.0,Action,Virgin Interactive,0.99,0.48,1.09,0.14,2.7
553,2019.0,Fighting,Warner Bros. Interactive Entertainment,1.47,0.76,0.0,0.47,2.7
554,2002.0,Misc,Nintendo,1.25,0.53,0.87,0.05,2.7
555,2015.0,Sports,Electronic Arts,2.42,0.11,0.0,0.16,2.69
556,2010.0,Action,LucasArts,1.85,0.64,0.01,0.19,2.69
557,2014.0,Sports,Electronic Arts,2.38,0.12,0.0,0.18,2.69
558,2014.0,Puzzle,Nintendo,1.63,0.52,0.35,0.18,2.69
559,2014.0,Sports,Electronic Arts,1.46,0.98,0.0,0.24,2.68
560,2008.0,Racing,Electronic Arts,1.23,1.11,0.0,0.34,2.68
561,2018.0,Role-Playing,Level 5,0.0,0.0,2.68,0.0,2.68
562,2013.0,Racing,Electronic Arts,0.69,1.41,0.04,0.53,2.68
563,2015.0,Role-Playing,Square Enix,0.78,0.75,0.89,0.26,2.68
564,1996.0,Fighting,Arena Entertainment,1.95,0.63,0.0,0.09,2.67
565,2009.0,Shooter,Activision,1.48,0.92,0.01,0.26,2.67
566,2012.0,Misc,Activision,1.78,0.64,0.0,0.25,2.67
567,2002.0,Shooter,Electronic Arts,1.44,1.09,0.0,0.14,2.67
568,2008.0,Role-Playing,Microsoft Game Studios,1.99,0.58,0.0,0.09,2.66
569,2010.0,Action,Disney Interactive Studios,1.59,0.8,0.0,0.26,2.65
570,2007.0,Action,Ubisoft,1.15,1.11,0.0,0.4,2.65
571,2016.0,Action,Activision,1.56,0.88,0.0,0.22,2.65
572,2010.0,Shooter,Electronic Arts,0.86,1.11,0.01,0.66,2.65
573,1990.0,Platform,Nintendo,0.0,0.0,2.65,0.0,2.65
574,2000.0,Action,Nintendo,2.0,0.5,0.12,0.03,2.65
575,2011.0,Action,LucasArts,1.53,0.87,0.0,0.24,2.64
576,2004.0,Racing,Take-Two Interactive,2.0,0.47,0.02,0.14,2.63
577,2010.0,Fighting,Sony Computer Entertainment,0.76,1.1,0.12,0.65,2.63
578,2013.0,Strategy,Microsoft Game Studios,1.53,0.82,0.04,0.24,2.63
579,2013.0,Action,Sony Computer Entertainment,1.7,0.46,0.06,0.41,2.63
580,2008.0,Sports,Sega,2.15,0.12,0.0,0.36,2.62
581,2011.0,Sports,Nintendo,1.07,1.06,0.24,0.25,2.62
582,2014.0,Shooter,Electronic Arts,1.55,0.81,0.04,0.21,2.62
583,2013.0,Sports,Electronic Arts,0.59,1.79,0.01,0.23,2.62
584,2015.0,Sports,Take-Two Interactive,2.31,0.14,0.01,0.16,2.62
585,2012.0,Simulation,Nintendo,0.63,0.84,0.96,0.19,2.61
586,2006.0,Action,Electronic Arts,0.9,1.22,0.04,0.44,2.61
587,2014.0,Platform,Nintendo,1.02,0.52,0.92,0.14,2.6
588,1994.0,Action,Sega,1.86,0.55,0.11,0.08,2.6
589,2012.0,Sports,Electronic Arts,0.48,1.63,0.04,0.43,2.59
590,2011.0,Platform,Sony Computer Entertainment,0.93,1.12,0.08,0.45,2.59
591,2008.0,Sports,Electronic Arts,2.03,0.21,0.0,0.35,2.59
592,2013.0,Platform,Sony Computer Entertainment,0.64,1.24,0.01,0.69,2.58
593,2017.0,Shooter,Sony Computer Entertainment,0.89,1.33,0.07,0.28,2.58
594,2013.0,Action,Take-Two Interactive,1.04,1.24,0.03,0.27,2.58
595,2011.0,Role-Playing,Capcom,0.37,0.27,1.75,0.18,2.58
596,2010.0,Fighting,THQ,1.4,0.88,0.03,0.26,2.58
597,2008.0,Platform,Sony Computer Entertainment,1.31,0.74,0.31,0.22,2.57
598,2014.0,Misc,Nintendo,0.28,1.68,0.33,0.28,2.57
599,2013.0,Role-Playing,Electronic Arts,1.76,0.56,0.03,0.22,2.57
600,2011.0,Sports,Electronic Arts,2.14,0.08,0.0,0.35,2.57
601,2005.0,Platform,Sega,1.7,0.59,0.21,0.07,2.56
602,1991.0,Role-Playing,Enix Corporation,0.15,0.0,2.41,0.0,2.56
603,2016.0,Sports,Electronic Arts,2.11,0.23,0.0,0.22,2.56
604,2007.0,Role-Playing,Nintendo,1.21,0.57,0.7,0.07,2.54
605,2012.0,Sports,Konami Digital Entertainment,1.13,0.87,0.29,0.25,2.54
606,2012.0,Sports,Electronic Arts,2.21,0.12,0.0,0.2,2.54
607,,Shooter,Atari,2.36,0.14,0.0,0.03,2.53
608,2005.0,Racing,Acclaim Entertainment,1.13,1.12,0.06,0.22,2.52
609,2004.0,Action,Nintendo,1.55,0.75,0.16,0.06,2.52
610,2011.0,Misc,Midway Games,1.5,0.78,0.0,0.24,2.52
611,1990.0,Role-Playing,Capcom,0.49,0.0,0.52,1.51,2.52
612,2017.0,Action,Square Enix,0.6,1.31,0.08,0.52,2.51
613,2010.0,Role-Playing,Activision,2.29,0.02,0.0,0.19,2.5
614,2012.0,Sports,Konami Digital Entertainment,0.13,0.07,0.26,2.05,2.5
615,2003.0,Misc,Nintendo,1.28,0.14,1.08,0.01,2.5
616,2015.0,Action,THQ,0.86,1.06,0.18,0.39,2.49
617,2007.0,Action,Take-Two Interactive,1.84,0.56,0.0,0.09,2.49
618,2014.0,Action,Warner Bros. Interactive Entertainment,1.29,0.97,0.0,0.23,2.49
619,2006.0,Fighting,Midway Games,1.81,0.52,0.0,0.15,2.49
620,2012.0,Shooter,Sony Computer Entertainment,1.15,0.85,0.1,0.39,2.48
621,2012.0,Racing,Disney Interactive Studios,1.38,0.85,0.0,0.25,2.48
622,2002.0,Action,Eidos Interactive,1.15,1.14,0.06,0.13,2.48
623,2016.0,Sports,Take-Two Interactive,1.72,0.44,0.05,0.27,2.48
624,,Misc,Electronic Arts,1.93,0.34,0.0,0.21,2.48
625,2017.0,Sports,Take-Two Interactive,2.1,0.2,0.0,0.17,2.47
626,2006.0,Misc,Nintendo,1.13,0.36,0.92,0.07,2.47
627,2014.0,Misc,THQ,1.67,0.58,0.0,0.2,2.46
628,2012.0,Racing,Take-Two Interactive,1.55,0.54,0.05,0.31,2.45
629,1996.0,Role-Playing,SquareSoft,0.0,0.0,2.43,0.02,2.45
630,2001.0,Role-Playing,SquareSoft,0.93,0.12,1.34,0.06,2.45
631,2000.0,Racing,Sony Computer Entertainment,2.12,0.25,0.0,0.07,2.44
632,2015.0,Shooter,Microsoft Game Studios,1.44,0.73,0.04,0.22,2.44
633,2010.0,Racing,Electronic Arts,0.87,0.98,0.0,0.59,2.44
634,2007.0,Simulation,Electronic Arts,1.07,1.19,0.0,0.18,2.43
635,2001.0,Adventure,Red Orb,1.52,0.82,0.0,0.1,2.43
636,2012.0,Shooter,Ubisoft,1.56,0.61,0.02,0.23,2.42
637,2002.0,Platform,Sega,1.26,0.61,0.46,0.08,2.42
638,1992.0,Sports,Nintendo,1.27,0.32,0.78,0.05,2.42
639,2014.0,Sports,Konami Digital Entertainment,0.29,1.18,0.54,0.41,2.42
640,2007.0,Fighting,Atari,1.63,0.22,0.51,0.06,2.41
641,2005.0,Racing,Sony Computer Entertainment,2.07,0.26,0.0,0.08,2.41
642,2002.0,Action,Capcom,0.81,0.76,0.7,0.14,2.41
643,2018.0,Misc,Microsoft Game Studios,1.43,0.76,0.0,0.22,2.41
644,2011.0,Racing,Electronic Arts,0.69,0.0,0.04,1.68,2.41
645,2019.0,Sports,Electronic Arts,2.07,0.08,0.0,0.26,2.4
646,2000.0,Puzzle,JVC,2.1,0.24,0.0,0.07,2.4
647,1991.0,Fighting,Nintendo,0.77,0.18,1.42,0.03,2.4
648,2001.0,Strategy,Electronic Arts,2.3,0.1,0.0,0.0,2.4
649,,Adventure,Konami Digital Entertainment,2.15,0.18,0.0,0.07,2.39
650,2019.0,Racing,Electronic Arts,0.49,1.49,0.05,0.36,2.39
651,2014.0,Sports,505 Games,1.74,0.48,0.0,0.18,2.39
652,,Action,LucasArts,1.54,0.63,0.0,0.22,2.39
653,1998.0,Misc,Hasbro Interactive,1.49,0.81,0.0,0.1,2.39
654,2017.0,Action,Warner Bros. Interactive Entertainment,1.07,0.87,0.04,0.4,2.39
655,2015.0,Action,Deep Silver,1.48,0.71,0.0,0.2,2.39
656,2009.0,Misc,RedOctane,1.67,0.61,0.03,0.07,2.38
657,2011.0,Action,LucasArts,1.02,0.97,0.0,0.39,2.38
658,2015.0,Misc,Microsoft Game Studios,1.73,0.46,0.02,0.18,2.38
659,2002.0,Fighting,THQ,1.94,0.39,0.03,0.02,2.38
660,2019.0,Action,Sony Computer Entertainment,1.0,0.76,0.26,0.36,2.38
661,2018.0,Sports,Take-Two Interactive,1.46,0.54,0.01,0.37,2.38
662,2014.0,Sports,Electronic Arts,2.04,0.15,0.0,0.19,2.38
663,2005.0,Misc,Konami Digital Entertainment,1.16,0.91,0.0,0.3,2.38
664,2011.0,Sports,Electronic Arts,2.18,0.01,0.0,0.18,2.37
665,2008.0,Shooter,Vivendi Games,2.28,0.02,0.08,0.0,2.37
666,2008.0,Action,THQ,0.96,1.08,0.04,0.3,2.37
667,2008.0,Sports,Activision,1.25,0.86,0.01,0.26,2.37
668,2013.0,Sports,Electronic Arts,2.03,0.13,0.0,0.21,2.37
669,2015.0,Sports,Microsoft Game Studios,1.38,0.74,0.02,0.22,2.36
670,1999.0,Platform,Nintendo,0.69,0.14,1.48,0.05,2.36
671,2014.0,Action,Warner Bros. Interactive Entertainment,1.07,1.05,0.0,0.23,2.35
672,2000.0,Platform,Nintendo,1.39,0.48,0.4,0.08,2.35
673,2002.0,Role-Playing,Eidos Interactive,0.0,0.0,2.34,0.01,2.35
674,2012.0,Racing,Take-Two Interactive,1.68,0.46,0.01,0.2,2.35
675,2017.0,Platform,Activision,1.32,0.83,0.0,0.2,2.34
676,2011.0,Fighting,THQ,0.92,0.0,0.01,1.41,2.34
677,2012.0,Sports,Ubisoft,1.2,0.9,0.0,0.24,2.34
678,2005.0,Action,Capcom,1.08,0.7,0.34,0.21,2.34
679,2014.0,Simulation,Electronic Arts,1.27,0.86,0.0,0.2,2.33
680,2019.0,Action,Nintendo,1.14,0.54,0.47,0.17,2.32
681,2019.0,Sports,Take-Two Interactive,1.93,0.14,0.0,0.24,2.32
682,2014.0,Misc,Ubisoft,1.57,0.56,0.0,0.19,2.32
683,2004.0,Sports,Nintendo,0.78,0.4,1.06,0.07,2.32
684,2001.0,Action,Take-Two Interactive,0.79,1.35,0.04,0.14,2.32
685,2008.0,Shooter,Electronic Arts,0.85,1.06,0.09,0.32,2.31
686,2008.0,Puzzle,Nintendo,0.52,0.45,1.21,0.13,2.31
687,2003.0,Racing,Electronic Arts,1.58,0.64,0.0,0.09,2.31
688,1999.0,Role-Playing,SquareSoft,0.28,0.0,2.02,0.01,2.31
689,2002.0,Sports,989 Studios,1.65,0.46,0.1,0.1,2.31
690,2017.0,Action,Warner Bros. Interactive Entertainment,1.24,0.85,0.0,0.21,2.3
691,2016.0,Action,NCSoft,0.95,1.06,0.0,0.29,2.3
692,2012.0,Role-Playing,Nintendo,0.95,0.54,0.62,0.18,2.3
693,2015.0,Action,Deep Silver,1.08,0.75,0.15,0.31,2.29
694,2001.0,Action,Eidos Interactive,0.91,1.25,0.0,0.13,2.29
695,2017.0,Action,Sony Computer Entertainment,1.23,0.68,0.04,0.34,2.29
696,2008.0,Racing,Electronic Arts,1.38,0.8,0.0,0.1,2.28
697,2013.0,Sports,Konami Digital Entertainment,0.3,1.27,0.46,0.26,2.28
698,2018.0,Misc,Ubisoft,1.11,0.98,0.0,0.2,2.28
699,2019.0,Action,Level 5,0.0,0.0,2.28,0.0,2.28
700,1987.0,Platform,Nintendo,0.51,0.12,1.63,0.02,2.28
701,2012.0,Sports,Electronic Arts,0.38,0.07,0.01,1.82,2.28
702,2012.0,Action,LucasArts,1.01,0.9,0.0,0.37,2.28
703,2016.0,Shooter,Take-Two Interactive,1.05,0.77,0.1,0.36,2.28
704,2001.0,Racing,Codemasters,0.07,2.0,0.02,0.18,2.28
705,2016.0,Role-Playing,Nintendo,1.12,0.39,0.64,0.12,2.27
706,2013.0,Misc,Sega,1.34,0.62,0.0,0.31,2.27
707,2010.0,Misc,Sega,1.07,0.92,0.04,0.24,2.27
708,2006.0,Platform,Nintendo,1.22,0.1,0.91,0.04,2.27
709,2005.0,Platform,Nintendo,0.9,0.73,0.54,0.09,2.26
710,2011.0,Misc,Activision,1.4,0.54,0.02,0.3,2.26
711,,Shooter,Activision,1.19,0.84,0.0,0.23,2.26
712,2011.0,Action,Capcom,1.34,0.57,0.14,0.21,2.26
